# Data associated with arXiv:2208.14002
# 
# Scale-free J-factor angular distribution, J_S(theta), of a nfw0-8rhos4e6 dark matter distribution (see Eq. 2.4 and the surrounding discussion)
# 
# Published: 8/25/22, Jack Runburg and Kenny Kiriu, contact: runburg@hawaii.edu
# 
# 
# -----------------------------------------------------------------
# 
# 	 tilde theta 		 | 	 tilde J s-wave 		 | 	 tilde J p-wave 		 | 	 tilde J d-wave 		 | 	 tilde J sommerfeld 
# 
# -----------------------------------------------------------------
1.000000000000000021e-03	2.685176059202997749e+03	4.293319207273013376e+02	8.275220241174159810e+02	3.408266493567520229e+04
1.021192151037671062e-03	2.663228110217632548e+03	4.287832694824361397e+02	8.270372479131899581e+02	3.361566949698749522e+04
1.042833409340945643e-03	2.640783121671599019e+03	4.282209144324923500e+02	8.265402862633867471e+02	3.313868190204465645e+04
1.064933292458827233e-03	2.617843735268904766e+03	4.276447894653637150e+02	8.260310740210364884e+02	3.265182163445031620e+04
1.087501519637659123e-03	2.594414541380304854e+03	4.270548664665535625e+02	8.255095795012084636e+02	3.215525559853372033e+04
1.110548016095517111e-03	2.570502409043986972e+03	4.264511629933224981e+02	8.249758114150257597e+02	3.164920573798659825e+04
1.134082917387199208e-03	2.546116891125968323e+03	4.258337520008423098e+02	8.244298277050673960e+02	3.113395830161291815e+04
1.158116573861711456e-03	2.521270732586421673e+03	4.252027744977652901e+02	8.238717471097992302e+02	3.060987533290374995e+04
1.182659555214217667e-03	2.495980525708021105e+03	4.245584565597056894e+02	8.233017648097912797e+02	3.007740927127890609e+04
1.207722655134462354e-03	2.470267584843249551e+03	4.239011331525525748e+02	8.227201744863671138e+02	2.953712210381904879e+04
1.233316896053688856e-03	2.444159168677248545e+03	4.232312832508348492e+02	8.221274010708427795e+02	2.898971155085365899e+04
1.259453533992170365e-03	2.417690294490279030e+03	4.225495851228284323e+02	8.215240526732086437e+02	2.843604892286098038e+04
1.286144063509461061e-03	2.390906661138536947e+03	4.218570111570661538e+02	8.209110102807406975e+02	2.787723822987316453e+04
1.313400222759557485e-03	2.363869929402578691e+03	4.211550104591698869e+02	8.202896016136846811e+02	2.731471919214794980e+04
1.341233998653187541e-03	2.336669002557700878e+03	4.204459235838119184e+02	8.196619982596412228e+02	2.675047889852258231e+04
1.369657632129505243e-03	2.309451576812769417e+03	4.197342067649525461e+02	8.190323932911859401e+02	2.618762133082216678e+04
1.398683623539492566e-03	2.282577087485534321e+03	4.190326179604239201e+02	8.184129703300513938e+02	2.563303742610549307e+04
1.428324738143458596e-03	2.255090400325771498e+03	4.182991050588955204e+02	8.177629431454588484e+02	2.507133565740050108e+04
1.458594011725036863e-03	2.227516265448963168e+03	4.175479988762567132e+02	8.170955907709151234e+02	2.451401031592034633e+04
1.489504756324154782e-03	2.199512824974720843e+03	4.167617418042185022e+02	8.163936339935938804e+02	2.395628409208240191e+04
1.521070566091505720e-03	2.172183547787631596e+03	4.159868603152954734e+02	8.157020910648485597e+02	2.341665092716525760e+04
1.553305323267072666e-03	2.145334394666558637e+03	4.152159484058844896e+02	8.150138306694050243e+02	2.289148610928217749e+04
1.586223204285366938e-03	2.118397778109897445e+03	4.144240049530693000e+02	8.143044924169589649e+02	2.237130719378210415e+04
1.619838686010041055e-03	2.091803297156086046e+03	4.136296284216700769e+02	8.135921098487860945e+02	2.186314173902570110e+04
1.654166552100628336e-03	2.065545181487222635e+03	4.128327949777902290e+02	8.128766460519184420e+02	2.136666113591945395e+04
1.689221899514206692e-03	2.039609244248951427e+03	4.120333258434759500e+02	8.121579341318143861e+02	2.088135683590585904e+04
1.725020145144853453e-03	2.013994835046668186e+03	4.112312551958555105e+02	8.114360054649754375e+02	2.040705284385197956e+04
1.761577032603788440e-03	1.988705999798458379e+03	4.104267180435573437e+02	8.107109690693556558e+02	1.994365510839406124e+04
1.798908639143220224e-03	1.963736668803368502e+03	4.096196797058993297e+02	8.099827778882493021e+02	1.949089312351209446e+04
1.837031382726912916e-03	1.939073750957178163e+03	4.088099695844304051e+02	8.092512683479974385e+02	1.904829059399335529e+04
1.875962029250603357e-03	1.914716654781764191e+03	4.079976495302062176e+02	8.085164748196528990e+02	1.861572869028398418e+04
1.915717699915417882e-03	1.890669365390725716e+03	4.071828723445061655e+02	8.077785115289666464e+02	1.819313075515377204e+04
1.956315878757565116e-03	1.866925569111404911e+03	4.063655921429721047e+02	8.070373211991457083e+02	1.778023661339905811e+04
1.997774420337589726e-03	1.843473192448740292e+03	4.055456455855351123e+02	8.062927438026443951e+02	1.737664303105514045e+04
2.040111557592579582e-03	1.820311698863004494e+03	4.047230925299774071e+02	8.055448141985618804e+02	1.698219433211817886e+04
